0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99
0.0007482311	-0.0052927937	-0.004634135	-0.0031439865	-0.003951257	0.0026240116	-0.0043287845	-0.00021603257	-0.0013050617	-0.0018123753	0.0015004786	0.0013633375	-0.004298783	0.00474673	0.0016489809	-0.0041001746	0.0038844247	0.0022493552	-0.0048023486	0.0012123551	-0.0026192854	0.00087126467	-0.0002827942	0.0021531186	-0.0016599328	0.0055437987	0.0010572362	0.004118706	-0.0012586016	-0.0030669407	-0.0036762082	0.0001871988	-0.00015534856	-0.0030108234	-0.0030259087	-0.0012621019	-0.0047841924	-0.003676404	0.00034847914	-0.0034998658	-0.0029024717	-0.0036308137	-1.8708122e-05	-0.002097772	0.0017203335	-0.0046037147	-0.0050077047	0.002910421	0.003337194	-0.0012377454	0.0036356882	0.0037854586	-0.0031360514	-0.004106939	0.0020523064	0.0018358845	-0.002157869	0.0009604652	0.00023719379	0.004970694	-0.0025801205	0.00029222094	-0.0038785199	0.001749857	0.0025244374	0.0047008186	-0.0013917589	-0.0007204174	0.00093416375	0.0043887417	0.0035603633	0.0048191966	-0.001145965	-0.00135239	-0.0041558235	0.0024478207	-0.0044274083	0.00028517935	0.004615344	-0.0030295174	0.0013235278	-0.00011054375	0.0019225763	-0.0026283697	0.0026356375	-0.0028345103	-0.0014730836	-0.0012275444	-0.004379668	-0.0017974975	0.00042281457	-0.00023181566	0.0037795575	-0.000739794	0.0032225726	-0.0008428907	-0.0047235233	-0.0013499311	-0.002778459	-0.0025270174
0.0009218806	-0.004966333	-0.0028482354	-0.0002493004	0.0026440003	-0.0034235993	0.0046679657	0.00087478786	-0.0037340447	0.004150142	0.002559719	-0.0034176481	-0.0012903692	-0.0008085698	0.00026324464	0.0017849377	-0.0007073265	0.004343815	0.0027227346	0.0042651114	-0.0021551554	-0.004063811	-0.0030817944	0.0014043901	-0.00051096507	-0.0023389545	0.00088925567	-0.00052130956	-0.00044074428	0.0036735907	-0.0051712943	-0.0026650194	0.0042841746	0.0027695538	0.00020502272	0.00019520702	-0.0005496069	0.0020202156	-0.0049126996	0.0012563084	0.0026705714	-0.004041665	-0.0023070793	-0.0015580141	0.002437838	-0.0006394785	0.0014157832	-0.00094131887	0.0030102348	-0.0010553591	0.0019707046	-0.0005349899	-0.0014558863	-0.004700629	-0.0016793824	-0.003600813	-0.0023428148	-0.002731747	-0.00026228075	-0.00047436514	-0.00069892866	0.0030575301	-0.0035144864	-0.0007770677	0.0030783296	0.0052352967	0.0011646345	0.00026085993	0.0016299954	-0.0042805076	0.0040702787	-0.004334636	0.0023103917	0.0046062954	-0.0025891454	0.0016651427	-0.0024158375	-0.0008920184	0.0017911568	-0.0016471212	0.0010392687	-0.0010068709	-0.0018913974	-0.004685984	-0.003496876	-0.0017549066	0.0010396333	0.0051429216	0.003998952	-0.00082500523	0.0032610525	0.004059036	-0.0028517288	0.0043953634	1.8493634e-05	-0.0014462793	-0.0017075618	-0.0003195155	-0.0025331974	-0.00067394564
0.0026540183	-0.004509665	-0.0004497538	0.0013456893	0.004506249	0.0027871837	0.0037435724	0.006572759	-2.9701378e-05	-0.0019438884	0.0043530203	-9.3946706e-05	0.0025408939	0.00470494	-0.003762645	0.0028031748	-0.0012130375	5.9471353e-05	0.0014388385	0.0013580193	-0.0023490968	0.003271595	-0.000362196	0.003156408	-0.00057730643	-0.0024846252	-0.0040589394	0.0038978923	-0.0014798635	-0.0013694906	-0.0015282835	0.0053753704	-0.0045350282	0.0003206024	0.0017233077	0.0037193608	0.00042741708	0.0038943007	-0.00084106403	0.0007406208	0.0028295303	0.001883927	0.0057570483	0.0025990459	0.006213357	-0.005152975	-0.0040256996	0.005265103	-0.00020386413	0.0014298058	0.00043674724	0.00154242	0.0031486787	-0.0033247569	0.0023523907	0.0002254713	0.0007116718	-0.00440211	0.0024498808	0.0010338014	-0.0023265614	-0.0011980291	-0.0037019297	0.00287496	-0.00355897	0.002484662	0.0006067092	-0.0059160525	-0.0009476733	0.0022681889	-0.00048405278	-0.0019786377	-0.005454226	0.0028464578	-0.00038679247	-0.0023351137	0.0025127751	0.003122977	0.0026028394	0.004090806	-0.00066921435	0.004320126	0.0030962722	0.0028756955	0.0047188858	-0.0049202666	0.0037344813	-0.0040029604	0.0025969504	-0.0059929695	0.0036169577	-0.003196149	-0.002230701	0.0025231498	0.0017524823	-0.003268201	-0.004350366	0.000942024	0.0038871723	-0.0034502079
0.00038012862	-0.002706911	0.0036904358	-0.0024157495	0.0029727248	-0.0036028018	-0.0026183852	0.0029838297	0.0021806138	-0.00016038933	-0.0038445513	0.0026727202	-0.0002841288	-0.0022786122	0.00012749474	0.0029084363	-0.0042812605	-0.0046057464	-0.0011611325	0.0017276057	0.002189187	-0.0018645667	-0.0018391481	0.0011105817	0.0014051585	-0.0029600807	-0.0023647582	-0.0009946931	-0.002547963	0.001350328	0.0012143716	0.0046961918	0.0023803713	0.0006724545	0.0029566032	0.0041082976	0.0018097617	-0.0020071056	0.0038727992	0.0021558448	0.003297653	0.0031450312	0.0052291397	-0.0027359363	0.0020911435	-0.0043845833	0.0023693834	0.0009541404	0.005051266	0.0036171419	-0.0014388431	-0.00041975142	0.003930693	-0.0020567258	0.000899881	0.0031812927	0.0028068945	-0.0022119586	-0.0038526715	-0.0013589857	0.0045628585	-0.000697484	0.0014708211	0.0033548966	0.0042280825	-0.003622321	-0.0030060108	-0.00037613267	0.0030510135	-0.00054103165	2.3006725e-05	-0.0009473842	-0.0014168742	-0.0026069942	0.0002971265	0.0019635477	-0.0035845228	-0.0045941286	0.0024338781	0.002362866	-0.003895663	-0.002682677	0.003285416	-0.0047531486	0.00014568456	-0.0034828368	0.0001534046	0.0023591388	0.003448047	-0.0026698094	-0.002880396	0.0024268636	0.0031644658	0.0046427143	-0.00086915947	-0.0005133992	0.00030461146	0.0019896985	0.004451319	0.0018537964
0.0023074457	-0.0009222384	-0.0026448956	4.8191218e-05	0.004340899	0.0036192846	0.0034972162	-0.0008881929	-0.0024978325	-0.00016405185	0.0036624572	0.0012615464	-0.0049184994	-0.001412492	0.0021510173	0.0039020467	-0.0007378988	0.0034308634	0.000627684	0.0022968603	0.004385501	0.0015761587	-0.0011405176	-0.0028178631	-0.0044148457	0.0040232665	0.0038913875	-0.00483728	0.003107718	0.00034954536	-0.004091462	-0.0002682676	0.0034519802	0.0021295208	-0.0023839592	0.002695367	-0.0016641597	-0.0014392388	-0.004043594	0.00336669	0.0014376384	-0.002687809	-0.0045525357	-0.0007311228	-0.0027543446	0.0045029297	0.004866579	-0.00044947382	-0.00082899467	0.0037618584	-0.0046897284	-0.004908088	-0.003766539	-0.0015641609	0.0011462605	-0.0015245846	-0.002709451	0.00011935506	0.001576253	0.0008964749	0.0035602823	-0.003711425	-0.0003185591	-0.0024761574	-0.0043626735	0.0036674445	0.00400125	-0.00016546008	-0.00112077	0.0017551957	0.0020260182	0.0005277223	0.002291762	0.003091245	0.0045806505	-0.0030809895	-0.0047585564	0.00094508944	-0.0033525294	-0.0040380596	0.0030250899	-0.0042933663	0.003094477	-0.0005381438	0.0003026567	0.0005684192	-0.0039593494	3.8438917e-05	-0.004125779	0.0036436766	-0.0043756375	-0.004768654	0.0029940372	0.003182953	-0.0047851363	0.00239583	0.0044743503	-0.004336108	0.004149365	-0.0038793075
0.00020110921	-0.0025155437	0.0002102991	0.004748095	-0.0012817043	0.002609233	0.00039255092	0.0038498577	0.0047798194	-0.0017019049	0.0031749047	0.003454746	-0.0006504195	0.0028501023	-0.002056198	0.00250774	0.004259315	7.591903e-05	-0.0049439636	0.0023148668	-0.00448711	0.0024541584	-0.0013030167	-0.00342338	-0.003314325	0.0013853624	0.0015581312	-0.0034705747	0.0030525352	0.0027895083	-0.0017648616	-0.0018295761	-0.004402766	-0.0036047422	0.004128335	0.0042107916	0.0008351597	0.003217291	-0.002593173	0.00030535282	0.004058428	-0.001148877	0.0001067662	-0.0030783308	0.0037531434	-0.0010445414	0.003233585	0.00407011	-0.003112061	0.0007304744	0.0027235702	0.003927682	-0.0033527927	-0.0040707784	-0.0036968607	0.00014912606	0.0029088536	0.0014319931	0.00361402	0.000228563	-0.0028252848	-3.4316658e-05	-0.004416581	0.00032314713	0.0048320573	-0.0014520575	0.0023162467	0.0012859016	0.0030966785	0.001568265	0.0026832665	0.002792969	-0.0033550013	0.0038406325	0.0016185154	-0.004077359	0.0015643144	-0.0012517315	0.004470099	0.00076482614	0.00407199	-0.0034487653	-0.0033058967	0.00219445	0.0009824919	0.0004858803	0.0042836736	-0.0020866024	0.0004046984	-0.00060465845	0.004176158	0.004098361	-0.0045341766	-0.003916902	0.0030527976	-0.0025592125	-0.004718033	-0.0031102586	-0.004276798	0.003993396
0.002589082	0.0017263845	-0.0034952338	-0.0016222835	0.0021702347	0.0022567585	-0.0016919005	-0.0042878757	0.0026106609	0.0024478242	0.004244862	0.0021629871	-0.0044930857	0.00022233289	0.0013518025	-0.0003958908	-0.0008516192	0.0026409614	0.0023698192	0.00094084145	-0.00033766244	0.0032451462	-0.0048774173	-0.003845739	-0.0023201932	0.0035594464	-0.00020999643	-0.0046832836	-0.002401918	0.0020096793	-0.0046650497	-0.003135237	0.0034394853	0.0046813227	0.0008851394	0.0024637936	-0.0029511366	-0.00058954343	-0.0030637481	0.00029828132	-0.0027534112	-0.0013046443	0.002590306	0.0050184713	-0.0026828572	0.0040084254	-0.0016721496	0.0031506463	0.001958526	-0.00014819745	0.0031134293	4.6919373e-05	0.0009562557	-0.0030108795	0.0018115207	-0.00023436207	0.0046473267	-9.83153e-07	-0.0011702623	0.0008913096	0.0038001908	0.00095185486	0.004563627	0.0036579978	0.0029588235	-0.0022222816	-0.003603875	0.002252395	-0.00014020922	0.0030860386	-0.002159319	-0.0035118007	4.2979802e-05	0.0037355572	0.0012991512	0.0008472885	-0.0005321124	0.0010241357	-0.0022282721	-0.0017025425	0.0021211987	0.003152691	-0.0010339414	0.0043239393	-0.004712633	-0.005106291	0.0006679624	-0.0038239406	0.000391091	-0.0039366414	-0.00092782994	-0.002547583	0.004686796	-0.0043835654	-0.0022529291	-0.0019421912	-0.0034002638	3.982427e-05	-0.00075938157	-0.0023544212
-0.0011531782	-0.00017180732	0.00011257823	0.0007578398	-0.0032507693	0.0021871184	-0.004855645	-0.0035828208	0.003792047	0.0033311099	0.0030517085	-0.0012668057	0.00044863595	6.571219e-05	-0.00080094114	-0.0024685317	0.00043196412	0.0030718956	0.002819434	0.0007394274	0.0043965406	0.0012511547	0.001372138	-0.0023479257	0.0036464334	0.0015349954	-0.0024353468	-0.0026341572	-0.0023973682	-0.0033306256	-0.000669305	-0.0048527215	-0.004257461	-0.0025435416	0.00043453768	0.0003708533	0.0048102094	-0.001527302	0.004324209	-0.0021688761	0.0042274026	-0.0044647814	0.005187973	-0.0004830509	0.0036310435	-0.0026047814	0.0006779558	0.0007324108	0.0029134748	0.004174325	-0.0022284975	-0.0033952382	0.00053993973	0.00018422015	-0.001583273	0.004265248	-1.679405e-05	0.00015365117	-0.0028909957	-0.0008424984	-0.0048267767	-0.0038785692	0.0013548059	-0.0013629928	0.0048704916	0.00484929	0.0027302783	-0.0046108253	-0.0021268611	0.00056846644	0.0004644649	-0.004731084	0.0028099318	-0.0036979713	-0.0049492	0.001163894	-0.0019036973	-0.0034276876	0.0007100324	0.003645691	-0.0026237958	-0.0021113297	0.00025888585	0.0034759168	-0.0019601574	0.0023428374	0.0014822811	0.0015150623	0.0008645331	-0.0026390331	-0.0017120407	-0.0012601799	-0.0022538651	-0.0040710545	-0.001511051	-0.0023644746	-0.0004404828	0.0035230077	-0.0023926487	0.00028442222
0.003412064	-0.004760788	-0.0030633016	0.004115955	-0.003480275	-0.004723517	-0.00014449818	0.002568892	0.0036880276	-0.00046432595	0.0030683489	0.0032338253	-0.0012190022	-0.004608757	0.0039480007	0.0011016125	0.0023989016	0.0010229967	0.0024441574	-0.0047379085	-0.0021303126	-0.00040324283	0.003309729	0.0016863748	-0.0025365914	0.0019874491	-0.004248133	-0.00036867472	0.0041008466	-0.0013785473	-0.0007705095	0.0007985761	0.0015728042	0.004612949	0.0009250181	0.0039288546	-0.0034468523	0.004206299	-7.777139e-05	0.00027907483	0.002334789	-0.0017832805	0.000651568	0.0019232346	-0.0015591461	-0.0011782661	0.0020573242	-0.004713772	0.004947201	0.00060939806	-0.00012605745	0.0020299957	0.0043043974	-0.001999617	-0.0046268273	0.00149621	0.0021650335	0.0021918407	0.003090641	0.00086378003	-0.0010911678	0.0029543852	-0.0028060148	0.0033095875	0.0037252903	0.0042940476	0.0037259732	-0.0013170653	-0.004149931	-0.0035804927	-0.0037523243	0.0006013561	-0.0037444886	-0.0047261845	0.0023391058	-0.0032681627	0.0031081794	0.0043980195	0.0009780271	-0.0034651482	0.0019281488	-0.0032419926	0.0014625684	-0.003491932	-0.0017567403	0.0037552745	0.0014350365	0.0003210017	0.0020597237	0.0015127956	-0.00060033315	0.004966853	0.004868709	-0.00030369541	-0.0031203516	0.002867657	0.004816683	-0.0045145745	0.004159593	-0.00014874102
0.000347697	-0.0021626598	0.0013882017	-0.0034574198	0.0045803157	0.0020147902	0.0013216418	-0.0026655826	-0.0008628107	-0.0041993293	-0.0013223059	-0.0048901113	0.0004225454	-0.0021938982	0.0014636847	0.00071929867	-0.00037084613	0.0010780421	-0.003654906	0.0011557166	0.001328172	-0.0015999515	0.003451998	-0.0014704103	0.001975892	-0.0028553389	-0.00061791774	0.003768769	-0.0039238036	-0.00021944022	-0.00089051144	0.0015362938	-0.00018378682	-0.0044502267	-0.0029886542	0.0012215271	-0.0048257303	0.0023718795	-0.0018113119	0.0005546908	7.087717e-05	-0.0022999612	0.0003628569	0.004453407	0.0030325144	0.00107786	0.003917866	-0.00051905966	-0.0044042976	0.0006331073	-0.0030195387	-7.7360135e-05	0.003157489	0.0007285885	-0.0036800527	0.00087948726	0.0019379006	0.00076207845	0.004233778	0.0024798973	-0.004441992	0.0012000647	-0.0015923925	-0.0012616015	-0.0034322042	-0.000325358	-0.0004258685	-0.0007343106	-0.002294126	-0.0047193468	0.0013047314	0.003464356	-0.0013067283	-0.0016800341	-0.003689484	-0.002683522	-0.0015124269	-0.0005136792	-9.128739e-05	0.0012281578	0.001887659	0.0036664044	0.00030222983	0.004034337	0.0034502633	0.0015186678	0.0016367459	0.0034887043	0.003685029	-0.0052190195	0.0043248646	0.0041334475	0.0018031849	-0.0035104777	0.0018827012	-0.0038904492	0.0005164168	0.0018765063	0.0017119193	-0.0009349569
